Ziehung	Tag	Monat	Jahr	Zahl1	Zahl2	Zahl3	Zahl4	Zahl5	Zahl6	Zusatz	Super	Einsatz(EUR)	Quote GKI(EUR)	Anzahl GKI	Quote GKII(EUR)	Anzahl GKII	Quote GKIII(EUR)	Anzahl GKIII	Quote GKIV(EUR)	Anzahl GKIV	Quote GKV(EUR)	Anzahl GKV	Quote GKVI(EUR)	Anzahl GKVI	Quote GKVII(EUR)	Anzahl GKVII	Quote GKVIII(EUR)	Anzahl GKVIII	Anzahl GKIX	Quote GKIX(EUR)
Sa	22	12	2018	20	43	25	21	8	44	 	5	47376421	8582740,7	Jackpot	1757072,9	1	18302,8	48	5976,4	441	282,1	3114	67,9	25861	25,4	68925	14,1	557202	5	617078
Mi	26	12	2018	2	43	30	22	36	16	 	4	23715223	10100514,9	Jackpot	452461,1	2	10522,3	43	3247,3	418	284,5	1590	56,5	15991	28,7	31460	13,3	305374	5	258123
Sa	29	12	2018	47	4	14	25	38	44	 	4	58926969	13871840,9	Jackpot	737931,7	3	8322,5	133	3525,1	942	190,2	5818	44,1	50086	22,9	96278	11,2	883483	5	710841
Mi	2	1	2019	15	17	36	5	13	19	 	4	23426040	15371107,4	Jackpot	876884,8	Jackpot	13286,1	33	4256,7	309	204,1	2148	41,9	20908	23	38040	10,1	388389	5	288981
Sa	5	1	2019	40	16	22	4	45	31	 	8	47764737	18428050,5	Jackpot	439221,9	6	6417,6	137	2220,2	1188	156,9	5603	37,1	47339	20,2	86707	10,8	731319	5	648191
Mi	9	1	2019	44	8	7	29	14	22	 	7	25999909	20092044,6	Jackpot	929276	Jackpot	10100,8	46	3882,7	359	160,3	2897	47,8	19419	16,9	54674	11,5	362299	5	408640
Sa	12	1	2019	9	31	4	25	38	40	 	6	50567421	23328359,5	Jackpot	1369519,7	2	5517,5	164	2130,8	1274	129,4	6988	30,7	58874	15,7	114642	8,3	972337	5	789952
Mi	16	1	2019	35	5	31	12	6	13	 	4	28034871	25122591,2	Jackpot	515775,1	2	17785,3	29	3565,2	434	211,2	2442	42,5	24265	20,9	49297	9,7	476053	5	381540
Sa	19	1	2019	47	6	36	24	29	12	 	9	52218966	28464605	Jackpot	324097,9	6	7841	124	2770	1053	151,8	6402	32,7	59378	21,4	90855	10,5	830001	5	664319
Mi	23	1	2019	42	33	35	37	7	6	 	3	37293773	0	Jackpot	10735892,8	3	13296,7	51	5124,4	397	212,1	3197	50,3	26934	19,4	69690	10,6	573237	5	539473
Sa	26	1	2019	47	35	31	18	29	16	 	6	45025282	2881618	Jackpot	1670434,2	1	13471,2	62	3964,6	632	209	3996	47,1	35399	21,8	76303	11,7	639107	5	585336
Mi	30	1	2019	7	23	13	36	22	19	 	6	21984285	4288612,2	Jackpot	797663,3	Jackpot	9970,7	40	2932,5	408	158,4	2517	37,2	21415	17,4	45674	9,3	382477	5	321703
Sa	2	2	2019	37	30	29	21	34	3	 	3	45837535	7222214,4	Jackpot	832679,4	3	16041,2	53	7104,6	359	252,5	3366	63	26953	23,6	71985	12,6	607021	5	596283
Mi	6	2	2019	10	22	21	5	33	36	 	5	23474334	9572775,2	1	0	Jackpot	8315,7	51	3348,1	380	168	2523	45	18843	18,4	46022	11,1	343483	5	350555
Sa	9	2	2019	32	34	49	2	42	39	 	2	43955137	2813128,7	Jackpot	1651887,4	Jackpot	12146,2	68	4975,5	498	228,6	3612	51,9	31819	24,1	68499	11,7	633387	5	529113
Mi	13	2	2019	31	23	42	43	5	11	 	9	22326658	4242034,8	Jackpot	827333,5	3	9882,3	42	3402,1	366	203,5	2039	41,1	20181	22	37603	10,2	364130	5	286658
Sa	16	2	2019	11	9	10	18	22	6	 	7	44572369	7094666,4	1	109123,6	14	3569,4	214	1481,3	1547	92,4	8264	25,4	59962	12,1	125375	7,4	919836	5	831249
Mi	20	2	2019	21	11	5	12	48	19	 	2	20751907	1328122	Jackpot	770638,6	1	10414	37	2591,8	446	177,3	2173	32,3	23786	19,7	38968	8,7	398563	5	268289
Sa	23	2	2019	27	47	29	15	8	21	 	1	43115371	4087505,7	1	1649783,6	1	15563,9	53	4852,3	510	275,6	2992	53,5	30815	28,1	58624	12,3	601654	5	460093
Mi	27	2	2019	49	24	13	11	20	19	 	2	20418964	1306813,6	Jackpot	762064,8	Jackpot	13139	29	3735,6	306	224,7	1695	41,8	18200	22,2	34282	9,6	356848	5	256404
Sa	2	3	2019	49	41	48	38	46	42	 	6	43914434	1029334,3	4	119760,9	20	2584,1	316	945,8	2590	137,1	5953	31,3	52094	22,9	71063	12	608900	5	563029
Mi	6	3	2019	43	1	46	9	35	37	 	5	20859857	1335030,8	Jackpot	769153,2	Jackpot	12819,2	30	6445,4	179	251,8	1527	62,1	12372	23,5	32613	13	264985	5	280673
Sa	9	3	2019	38	8	20	12	32	22	 	6	43555081	4122555,9	Jackpot	2365216,2	1	10101,6	79	3362,4	712	173,2	4607	41,7	38236	19,4	82039	10,5	682332	5	605877
Mi	13	3	2019	15	19	33	36	34	20	 	5	21672160	5509574,1	Jackpot	797221,6	Jackpot	15944,4	25	5485,4	218	247,4	1611	62,9	12664	23,4	33953	13,2	271635	5	295369
Sa	16	3	2019	20	22	10	14	46	39	 	1	44431240	8353173,4	1	2507260,1	1	19432,2	44	4750,1	540	306,2	2792	58,8	29062	31,3	54538	13,3	577015	5	454327
Mi	20	3	2019	19	4	44	47	40	9	 	3	20890761	1337008,7	Jackpot	756276,1	1	8594	44	2656,7	427	155,1	2438	35,4	21314	17,8	42264	9,2	369254	5	309122
Sa	23	3	2019	3	23	42	44	26	29	 	8	43036434	4091340,4	1	527277,1	3	10984,9	72	4736	501	222,6	3553	51,9	30458	21,7	72611	11,6	610032	5	589114
Mi	27	3	2019	10	15	40	31	36	48	 	1	20093490	1285983,3	Jackpot	772909,6	1	16802,3	23	3930	295	258,8	1493	53,2	14506	29,9	25780	12,4	280245	5	206333
Sa	30	3	2019	49	3	26	46	28	29	 	4	42980836	4036756,8	Jackpot	1613352,4	Jackpot	13010,9	62	3986,8	607	243,5	3312	51,4	31383	24,8	65039	11,5	627073	5	521224
Mi	3	4	2019	13	2	7	22	9	5	 	6	21527287	5414503,1	Jackpot	396039,7	6	2804,7	136	952	1202	89,2	4274	20,1	37883	13,3	57077	7,1	478235	5	351407
Sa	6	4	2019	23	12	21	41	32	42	 	3	43844522	8220552,5	1	202026,7	8	5898,5	137	2037,2	1190	150,5	5367	34,7	46452	19,2	83793	10	727039	5	590814
Mi	10	4	2019	21	22	37	4	39	1	 	4	20141696	1289068,5	Jackpot	757367,4	Jackpot	16464,5	23	5568,8	204	266,6	1420	61	12409	26,4	28666	13	261270	5	241621
Sa	13	4	2019	27	4	19	29	41	36	 	1	52700872	4661924,3	Jackpot	343510,4	8	11310,8	88	3393,2	880	225,8	4408	43,3	45965	24,7	80416	10,8	828580	5	614083
Mi	17	4	2019	11	38	42	18	27	45	 	6	21378175	6030127,5	Jackpot	775461,4	Jackpot	7912,8	49	2661,7	437	163,1	2377	36,2	21391	18,2	42511	9,8	353227	5	313254
Sa	20	4	2019	19	29	25	41	8	6	 	8	44486588	8877269,1	Jackpot	794100,2	3	5657,8	142	2146,2	1123	138,3	5809	33,6	47708	16,9	95055	9	795761	5	665552
Mi	24	4	2019	44	1	9	47	11	49	 	1	21128046	10229464	1	159713,9	5	8680,1	46	2831,8	423	198,5	2011	38,5	20721	22,9	34734	9,8	364361	5	245226
Sa	27	4	2019	47	19	13	2	14	48	 	5	41806942	2675644,2	Jackpot	1517781,1	Jackpot	16146,6	47	4655,7	489	228,1	3327	56,3	26924	21,2	71592	11,9	569674	5	610003
Mi	1	5	2019	27	38	16	4	47	31	 	6	23729813	2097176,1	2	791949,1	3	3900,3	110	1673,7	769	123	3488	32,9	26080	16,6	51539	9,4	407491	5	353107
Sa	4	5	2019	29	1	19	24	35	42	 	8	42180892	2699577	Jackpot	1563074,8	Jackpot	13711,1	57	4946,4	474	219,7	3556	53,3	29321	22,8	68317	11,9	587785	5	552024
Mi	8	5	2019	38	41	5	16	15	10	 	7	20854930	4034292,5	Jackpot	2304246,7	Jackpot	13725,4	27	3597,9	309	165,2	2243	43,8	16896	16,8	43951	10,3	320856	5	336206
Sa	11	5	2019	10	15	47	25	42	31	 	0	43389250	6811204,5	Jackpot	1987265,5	2	13049	64	3684,4	680	274,5	3042	46,6	35813	28,9	57707	10,9	684008	5	442974
Mi	15	5	2019	21	18	13	45	36	35	 	9	21649696	8196785	1	410905,3	2	8385,8	49	4122,7	299	254,2	1616	56,7	14493	26,1	31463	12,8	288891	5	244232
Sa	18	5	2019	43	26	39	11	32	47	 	4	41437512	2652000,7	Jackpot	220445,6	7	9766,5	79	3098,6	747	168,9	4566	37,1	41582	20	76833	9,6	719859	5	527112
Mi	22	5	2019	49	6	16	46	41	40	 	6	20394317	3957236,9	Jackpot	737492,7	Jackpot	13169,5	28	5615,4	197	170,4	2164	49,4	14911	18,5	39742	11,4	289388	5	303399
Sa	25	5	2019	1	6	12	15	21	36	 	9	42030812	6647208,8	Jackpot	1156911,5	2	10946,7	72	3807,5	621	205,2	3840	44	35797	22,3	70518	10,8	655735	5	512426
Mi	29	5	2019	8	44	2	29	32	40	 	2	21632862	8031711,9	Jackpot	116386,5	7	18516	22	4213,9	290	233,8	1742	53,3	15262	24,6	33039	12,1	302102	5	256974
Sa	1	6	2019	25	22	30	29	15	3	 	7	43779701	10833612,7	Jackpot	1575704,9	1	12505,5	63	4336,8	545	180,8	4356	48,1	32698	18,5	85082	11,1	633812	5	666180
Mi	5	6	2019	2	42	11	3	6	49	 	7	22393299	12266783,8	Jackpot	392644,4	2	7408,3	53	3318,1	355	135,2	2904	35,1	22356	14,2	55012	8,5	415338	5	382118
Sa	8	6	2019	17	45	1	13	21	44	 	4	45186570	15158724,2	Jackpot	852089,4	2	17389,5	49	4639,3	551	277,5	3070	55,6	30626	26,2	65009	12,3	622862	5	531911
Mi	12	6	2019	42	21	47	2	24	41	 	1	22615335	16606105,6	Jackpot	864157,6	1	17283,1	25	5515,8	235	304,7	1418	58,4	14786	29	29772	12,4	311742	5	243742
Sa	15	6	2019	4	43	27	40	6	33	 	3	45686129	19530017,8	Jackpot	1658467,2	1	13820,5	60	5171,9	481	212,5	3902	52,3	31691	20,1	82265	10,9	678879	5	666896
Mi	19	6	2019	11	4	38	20	41	23	 	3	25453199	21159022,5	Jackpot	232039,3	4	6106,2	76	1939	718	142,9	3247	33	28096	18,1	51026	9,4	440725	5	363204
Sa	22	6	2019	21	10	12	30	49	11	 	3	46591536	24140880,8	Jackpot	1706392,4	1	10157	84	2938,6	871	169,5	5032	38,3	44498	18,9	89916	9,5	803122	5	649997
Mi	26	6	2019	34	13	42	48	21	19	 	8	27190937	25881100,7	Jackpot	1000925,8	1	10879,6	46	3404,5	441	207,4	2413	48,9	20433	21,4	46602	11,5	391203	5	369198
Sa	29	6	2019	31	34	45	8	1	43	 	1	54733940	0	Jackpot	31482812,6	1	22327	47	6112,8	515	338,7	3098	63,4	33097	30,6	68390	13,4	701337	5	575320
Mi	3	7	2019	42	45	37	39	48	2	 	7	21529121	1377863,7	Jackpot	785873,1	Jackpot	8186,1	48	3061,8	385	185,6	2117	51	15380	20,1	39044	12,5	280839	5	305593
Sa	6	7	2019	46	27	45	40	22	19	 	9	43142952	4139012,6	Jackpot	1200309,4	2	16476,9	49	5794,5	418	268,3	3009	58,9	27371	25,2	64028	12,4	585860	5	532574
Mi	10	7	2019	30	37	25	14	39	3	 	9	21496866	5514812	Jackpot	804416,3	1	12974,4	31	3645,3	331	222	1811	44,5	18075	23	34943	10,4	347452	5	265694
Sa	13	7	2019	29	10	30	3	26	42	 	3	43543884	8301620,5	Jackpot	1592759,8	Jackpot	10618,3	75	3432,6	696	168,4	4729	39,8	39946	18,8	84434	10	715308	5	611507
Mi	17	7	2019	29	8	40	19	47	48	 	5	22327842	9730602,3	Jackpot	2403238,2	1	12663,7	32	5451,6	223	188,6	2148	51,1	15850	19,1	42331	11,3	320580	5	326031
Sa	20	7	2019	35	5	24	9	36	29	 	2	44055246	12550138	Jackpot	550290,5	3	10317,9	80	3473	713	202,1	4083	42,7	38642	22,9	72076	10,5	702923	5	539874
Mi	24	7	2019	1	27	40	45	23	39	 	9	22827840	14011119,7	Jackpot	859670,8	1	10745,8	40	4106,7	314	219,4	1959	48,4	17743	23,8	35987	11,4	336959	5	271246
Sa	27	7	2019	16	17	5	23	21	35	 	6	44476713	16857629,3	Jackpot	538983,5	3	20730,1	39	3995,7	607	201,5	4012	47,6	33964	19,8	81615	10,8	668698	5	644468
Mi	31	7	2019	22	1	35	17	13	23	 	7	24373693	18417545,6	Jackpot	290890,5	3	12833,4	34	4334,4	302	172,8	2524	50,6	17239	17,6	49331	11,3	345894	5	380043
Sa	3	8	2019	42	44	34	40	2	3	 	7	47464783	21455291,7	Jackpot	1724948	1	17249,4	50	7392,6	350	249,2	3460	65,2	26435	21	81823	12,6	614205	5	689033
Mi	7	8	2019	46	30	27	47	21	15	 	2	26189340	23131409,4	Jackpot	1000560,7	Jackpot	19241,5	26	5663,5	265	299	1673	56,8	17611	29,3	34141	13	345573	5	282589
Sa	10	8	2019	8	18	10	16	1	35	 	2	49025126	26269017,4	Jackpot	2851172,1	1	13607,4	68	3736	743	235,6	3926	47	39325	25,4	72721	11,3	735565	5	573768
Mi	14	8	2019	39	15	3	18	30	41	 	1	35200323	28521838	1	147824	9	9239	72	2451,6	814	191,8	3467	37,9	35053	23,6	56284	10,2	585693	5	408636
Sa	17	8	2019	33	45	9	28	2	6	 	0	43470992	2782143,4	Jackpot	1652878,7	Jackpot	11019,1	75	3577,6	693	236,3	3497	40,6	40649	24,8	66594	9,7	762158	5	484913
Mi	21	8	2019	46	44	45	30	39	12	 	9	21413997	4152639,2	Jackpot	2463570,4	1	17623,7	23	5790,6	210	268,4	1510	55,4	14632	25,7	31495	12,2	298855	5	245917
Sa	24	8	2019	44	42	5	38	29	9	 	1	42696086	6885188,7	Jackpot	812404,6	2	14770,9	55	4068,8	599	271,7	2989	48,8	33230	27,4	59269	11,3	643723	5	473480
Mi	28	8	2019	17	31	10	34	22	14	 	3	21860013	9083354	1	0	Jackpot	6772,2	59	2813,8	426	182,4	2190	41,8	19084	19,4	40989	10,5	341367	5	307944
Sa	31	8	2019	36	3	17	25	5	2	 	4	41990224	2687374,3	Jackpot	1538143,7	1	8451,3	91	3051,8	756	170,6	4508	34,5	44491	18,4	83208	8,6	800181	5	585260
Mi	4	9	2019	27	34	29	28	42	36	 	4	21427707	4058747,5	Jackpot	814944,5	Jackpot	17716,1	23	4989,4	245	314,4	1296	63,2	12889	29,4	27630	14,1	258714	5	238607
Sa	7	9	2019	28	36	29	9	11	35	 	3	43275577	6828384,4	1	2419806,6	1	11800,4	68	3889	619	219,9	3648	49,9	32122	22,8	70111	11,8	609174	5	563906
Mi	11	9	2019	42	28	17	3	8	38	 	1	20310390	1299864,9	Jackpot	256496,1	3	9865,2	39	2735,1	422	212,4	1811	38,7	19866	24,1	31892	9,9	346986	5	232089
Sa	14	9	2019	26	43	16	31	34	24	 	7	42450571	4016701,4	Jackpot	762532,6	2	9299,1	82	3320,1	689	156	4887	42,7	35685	17,4	87290	10,5	650384	5	651559
Mi	18	9	2019	44	24	18	34	46	48	 	8	21311120	5380613	1	263103,6	3	7589,5	52	2916,1	406	157,1	2512	39	20201	19,3	40714	10,5	337206	5	279708
Sa	21	9	2019	23	47	37	16	12	14	 	6	41243815	2639604,1	Jackpot	755693,1	2	15113,8	50	5284,5	429	190	3977	47,4	31871	20	75288	11,1	608789	5	573688
Mi	25	9	2019	15	5	37	33	7	23	 	8	20920811	3978536	Jackpot	382511,6	2	9329,5	41	3126,7	367	164,8	2321	35,1	21734	18,7	40806	9	379982	5	294248
Sa	28	9	2019	43	30	44	24	13	27	 	7	42872108	6722350,9	Jackpot	771344,9	2	12441	62	5368,9	431	200,8	3841	52,6	29305	18,8	81644	11,6	594742	5	653068
Mi	2	10	2019	3	48	29	26	33	31	 	0	22548546	8165457,8	Jackpot	287121,7	3	17227,3	25	4767,7	271	264	1631	46	18719	26,8	32111	10,1	381372	5	243503
Sa	5	10	2019	17	8	47	49	27	36	 	5	43416107	10944088,6	Jackpot	786050,1	2	8932,3	88	3098,7	761	155,3	5061	39,4	39815	18,2	86204	10,5	671898	5	641684
Mi	9	10	2019	45	12	32	22	40	2	 	8	23265198	12433061,2	Jackpot	216083,2	4	4646,9	93	1701,4	762	161,8	2670	33,1	26083	22,1	38962	10,5	368053	5	300059
Sa	12	10	2019	45	4	23	36	44	42	 	7	45119712	15320722,7	1	829615,7	2	17651,3	47	6515,3	382	231,9	3577	62,4	26576	21,9	75630	13,1	566610	5	615976
Mi	16	10	2019	17	5	31	38	9	12	 	8	20690018	1324161,1	Jackpot	740118,2	1	5968,6	62	2270,3	489	125,9	2938	28,7	25740	15	49224	7,6	435232	5	323933
Sa	19	10	2019	39	7	38	4	33	11	 	9	42823526	4064866,7	Jackpot	1539977,7	Jackpot	8953,3	86	2552,4	905	152,5	5047	34,2	45013	16,4	93692	8,2	838300	5	654256
Mi	23	10	2019	7	16	19	31	26	1	 	5	21572219	5445488,7	1	2305535,9	1	7088,5	54	1834,4	626	110,1	3475	26,9	28454	14	54642	7,6	447557	5	349981
Sa	26	10	2019	1	17	44	2	37	11	 	6	41864811	2679347,9	Jackpot	761310,3	2	18126,4	42	4632,7	493	215,7	3529	49,2	30922	19,6	77548	10,3	662175	5	605370
Mi	30	10	2019	11	28	48	23	44	22	 	9	21347644	4045597,1	Jackpot	805738,7	Jackpot	11849	34	4196,5	288	235,3	1712	48,7	16512	25,1	32046	11,6	310063	5	250037
Sa	2	11	2019	21	6	41	15	25	17	 	3	43634868	6838228,6	Jackpot	2394074,4	Jackpot	8824	90	2853,2	835	150,7	5269	35,5	44670	17,8	89195	9,4	757962	5	628289
Mi	6	11	2019	11	39	46	45	32	7	 	4	22715248	8292004,4	Jackpot	3229161,7	1	12652,8	33	3939	318	174,5	2392	39,6	21053	20,9	39816	10,5	357376	5	310595
Sa	9	11	2019	9	33	40	44	28	31	 	7	45514725	11204946,8	Jackpot	268557,6	6	7193,5	112	3209,8	753	147,9	5444	39,8	40456	16,2	99425	9,9	725584	5	746192
Mi	13	11	2019	17	44	38	20	18	29	 	0	23667602	12719673,3	Jackpot	915459,9	Jackpot	21796,6	21	5559,4	247	335,3	1365	57,1	16030	31,5	29004	12	341794	5	232895
Sa	16	11	2019	47	25	4	1	28	16	 	1	46954888	18415305,1	1	0	Jackpot	11234,5	79	3864,4	689	235,1	3774	44,2	40089	24,9	71096	10,9	732402	5	544348
Mi	20	11	2019	10	18	2	42	31	7	 	0	20781025	1329985,6	1	793067,1	1	9012,1	44	2314,3	514	183	2166	30,1	26268	24,1	32779	8,8	401777	5	225971
Sa	23	11	2019	36	24	5	28	11	26	 	5	42257837	2704501,5	Jackpot	1509652,6	1	6621,2	114	3162,6	716	134,8	5596	36,6	41165	15,7	96002	9,3	729063	5	665578
Mi	27	11	2019	41	40	1	20	12	33	 	9	21129982	4056820,3	Jackpot	792601,2	1	16512,5	24	6035	197	276,9	1431	55,9	14159	24,5	32338	11,4	311959	5	257332
Sa	30	11	2019	5	33	47	38	43	42	 	5	44205377	6885964,4	Jackpot	1615339,4	1	8779	92	2867,4	845	160,8	5020	42,8	37657	18,6	86795	10,7	674589	5	624030
Mi	4	12	2019	48	46	12	35	45	13	 	2	24774287	8471518,7	Jackpot	927207,4	Jackpot	15986,3	29	4967,1	280	228,3	2030	57	16255	23,4	39502	12,3	336654	5	305903
Sa	7	12	2019	13	11	20	19	2	43	 	4	49139580	11616451,8	Jackpot	687685,2	4	14027,1	65	4046,3	676	205,2	4443	43,9	41463	21,6	84099	10,2	798117	5	637904
Mi	11	12	2019	25	27	36	45	14	32	 	5	24769628	13201707,9	Jackpot	457367,8	2	9942,7	46	5063,1	271	208,8	2190	50,9	17942	22,1	41216	11,8	347674	5	330440
Sa	14	12	2019	4	20	31	16	38	34	 	8	48680964	16317289,5	Jackpot	161714,6	11	4024,5	221	1628	1639	138,8	6405	33,4	53182	18,2	97210	9,9	802225	5	687257
Mi	18	12	2019	25	42	6	48	20	19	 	4	26734071	18028270	Jackpot	992282,4	Jackpot	21571,3	23	4994,7	298	233,9	2121	49,4	20065	22,9	43314	10,9	406273	5	346646
Sa	21	12	2019	27	4	13	14	35	20	 	5	52452550	21385233,2	Jackpot	1463173,7	2	18961,4	51	5246,1	553	238,1	4060	58,1	33256	23	83904	12,6	690657	5	705732
Mi	25	12	2019	47	41	33	36	22	17	 	2	28883824	23233797,9	Jackpot	546286,8	2	11875,8	46	3358,3	488	216,4	2524	42,9	25435	23,9	45639	10,5	465721	5	333522
Sa	28	12	2019	12	19	7	18	24	23	 	2	51674421	26540960,8	Jackpot	940113,3	2	9792,8	96	2272,6	1241	156,6	6001	30	62591	17,1	109357	7,6	1104307	5	745556
Mi	1	1	2020	42	17	44	13	7	37	 	8	30724801	28507348	Jackpot	1133658,3	Jackpot	11114,2	51	2588,2	657	168,1	3371	36	31433	19,3	58543	9,4	537486	5	411886
Sa	4	1	2020	30	7	27	1	18	13	 	1	60588904	32385037,8	1	565208	6	6168,2	183	1855,5	1825	148,4	7602	28,4	79359	18,8	119770	8,3	1214294	5	768172
Mi	8	1	2020	35	11	25	3	2	27	 	2	22637554	1448803,4	1	104809,2	8	8734,1	48	3090,1	407	168,8	2483	35,2	23793	19,9	41984	8,9	419663	5	297047
Sa	11	1	2020	37	48	19	28	42	10	 	9	43738578	2799268,9	Jackpot	811925	2	10277,5	79	3278,2	743	190,7	4257	42,7	38006	22	73577	10,8	670674	5	566304
Mi	15	1	2020	2	24	8	46	31	43	 	4	22075449	4212097,6	1	274713,1	3	10565,8	39	4495,3	275	249,5	1651	53,2	15463	24,3	33904	11,8	313914	5	276700
Sa	18	1	2020	12	41	22	43	14	32	 	3	43273774	2769521,5	Jackpot	537087,6	3	10197,8	79	3437,9	703	207,4	3884	48,5	33186	22,3	72140	11,9	605910	5	550947
Mi	22	1	2020	16	41	33	23	3	47	 	4	21592895	4151466,7	Jackpot	399730,3	2	11420,8	35	3139,2	382	163,6	2443	35,5	22459	20	39807	9,4	381808	5	283979
Sa	25	1	2020	30	12	9	28	34	43	 	3	44201100	6980337,1	Jackpot	815736,4	2	11822,2	69	4316	567	205,7	3965	48,3	33725	21,5	75640	11,1	655995	5	591390
Mi	29	1	2020	22	24	48	17	49	39	 	0	22556063	8423925,1	Jackpot	868653,3	Jackpot	15511,6	28	5616,2	232	276,6	1570	50,9	17037	29,7	29190	11,3	343945	5	229582
Sa	1	2	2020	47	8	42	32	12	7	 	6	46751636	11416029,8	Jackpot	2547685,6	1	10238	82	3650	690	176,9	4745	42	39972	17,8	94100	9,7	774600	5	718678
Mi	5	2	2020	49	39	13	37	16	31	 	7	24669864	12994901	1	434102,2	2	10587,8	41	3391,4	384	143,4	3026	43	20154	15,1	57217	10	387868	5	414803
Sa	8	2	2020	30	36	42	38	10	1	 	3	43751488	2800095,2	Jackpot	544768,6	3	23347,2	35	6334,5	387	289,8	2819	63,8	25605	24,5	66519	12,6	580823	5	546518
Mi	12	2	2020	49	24	31	41	2	10	 	3	22551133	4243367,7	1	411495,9	2	8068,5	51	3157,2	391	184,6	2229	41,8	19665	19,1	42950	9,9	372348	5	320475
Sa	15	2	2020	2	20	40	22	5	11	 	5	42865092	2743365,8	1	506767,5	3	5206,5	146	2147,3	1062	109,1	6967	30,7	49458	14,4	105407	8,8	772465	5	697231
Mi	19	2	2020	22	27	3	11	7	42	 	7	20576489	1316895,2	1	139964,4	5	3210,1	109	1610	652	74,7	4678	24,4	28656	10,5	66306	7,4	422257	5	394625
Sa	22	2	2020	11	6	31	24	21	32	 	0	42067858	2692342,9	Jackpot	799890,5	2	15092,2	53	3096,3	775	212,9	3756	34,7	46024	24,1	66116	8,7	826385	5	468755
Mi	26	2	2020	47	5	33	2	18	45	 	7	21005729	4036709,5	Jackpot	746392,7	1	7774,9	48	2900,4	386	142,1	2626	37,8	19736	16	46364	9,6	346356	5	338914
Sa	29	2	2020	29	42	10	3	9	8	 	0	43859709	6843730,8	Jackpot	1683496,8	1	12753,7	66	3541,7	713	233,4	3606	38,4	43738	26,4	63589	9,6	786834	5	457573
Mi	4	3	2020	22	46	14	19	29	47	 	5	22489135	8283035,4	Jackpot	416233,1	2	14865,4	28	5117,6	244	241	1727	61,8	13468	23,7	35014	13,3	280675	5	296120
Sa	7	3	2020	9	26	36	11	44	16	 	0	45009269	11163628,6	1	289518,9	6	15791,9	55	3336,3	781	279,7	3105	43,1	40251	29	59863	10,3	754271	5	450581
Mi	11	3	2020	24	23	49	41	47	7	 	5	20491656	1311465,9	Jackpot	739751,2	Jackpot	14225,9	26	3626,2	306	171,2	2160	43,9	16836	18,2	40613	9,9	334423	5	307370
Sa	14	3	2020	38	49	11	30	2	19	 	2	42600742	4037913,3	Jackpot	385401,5	6	6720,7	117	2454,7	961	157,8	4981	34	46156	19,3	81188	8,9	792618	5	569469
Mi	18	3	2020	19	31	28	13	34	22	 	5	21115003	5389273,4	Jackpot	767125,1	1	8920	43	3374,4	341	170	2256	43,3	17702	18,3	41840	10,1	338696	5	306978
Sa	21	3	2020	22	4	36	34	26	1	 	4	41199308	8026029,1	Jackpot	1546454,3	1	14319	54	5932,6	391	278,5	2776	63,4	24376	26	59299	13,2	526193	5	499671
Mi	25	3	2020	11	6	18	35	21	49	 	9	20651235	9347708,1	Jackpot	764836,8	1	11588,4	33	3487	329	206	1856	42,9	17827	21,3	35815	10,2	337215	5	271114
Sa	28	3	2020	46	36	4	39	28	2	 	7	41914436	12030232	Jackpot	1518464,9	1	15494,5	49	5946,9	383	214,8	3533	58,4	25998	20,5	73817	12,5	542639	5	618009
Mi	1	4	2020	15	46	48	39	22	4	 	6	22641167	13479266,6	Jackpot	834055,3	1	13900,9	30	6043,8	207	217,5	1917	56,5	14736	21,8	38235	12,6	297821	5	306199
Sa	4	4	2020	12	24	43	41	17	9	 	1	54214011	16948963,3	1	670652,7	3	9766,7	103	2728,6	1106	174,1	5778	35,3	56897	19,6	102446	8,8	1021760	5	703545
Mi	8	4	2020	31	25	22	18	44	5	 	4	20258880	1296568,3	Jackpot	374613	2	12917,6	29	4273,1	263	208,1	1800	44,5	16836	21,7	34492	10,5	320938	5	268122
Sa	11	4	2020	26	29	47	13	18	42	 	4	41346174	3942723,4	Jackpot	1555049,6	1	13884,3	56	3696,6	631	228,8	3398	46,8	33191	23,9	64921	11,3	616492	5	495287
Mi	15	4	2020	22	24	27	30	11	46	 	0	20711571	5268263,9	Jackpot	398368,7	2	13736,8	29	3578,1	334	277,2	1437	43,1	18448	28,1	28307	10,4	341938	5	212574
Sa	18	4	2020	15	28	42	11	39	35	 	3	42540412	7990850,2	1	1585121,9	1	12992,8	61	4625,8	514	216,4	3661	52,1	30406	23,1	68616	12,1	588243	5	539280
Mi	22	4	2020	13	29	34	9	49	39	 	7	19988007	1279232,4	Jackpot	709926,6	Jackpot	4328,8	82	1792,7	594	110,1	3222	30,2	23436	16,5	42997	10,5	301933	5	323101
Sa	25	4	2020	4	17	19	30	25	11	 	4	41399307	3928788	Jackpot	314107	7	3703,5	201	1344,5	1661	103,3	7205	23	64616	14,4	103184	7,1	936744	5	632374
Mi	29	4	2020	1	5	41	32	7	36	 	9	23881412	5457198,3	Jackpot	295828,8	3	17067	26	4482,2	297	225,5	1967	47,8	18540	22,6	39163	10,3	385049	5	307486
Sa	2	5	2020	10	11	27	4	49	16	 	2	43251041	8225264,9	Jackpot	1597762,3	1	10112,4	79	2796,5	857	174,8	4568	34,7	45990	19,8	80672	8,7	817898	5	575966
